Email_ID,Email_Text,Sender,Subject,Message_Length,Number_of_Links,Number_of_Special_Characters,Number_of_Capital_Letters,Label
EML00122,"FINAL NOTICE regarding your payment a job offer paying $5000 per week working from home, no experience needed. Reply with your personal details to start. Order now at http://luxury-deals-cheap.shop/buy before stock runs out!!! Hurry! Only a few slots remaining!!!",offers@luxury-deals-cheap.shop,URGENT: Verify Your Account Now,263,1,8,15,Ham
EML00123,"Hello, Just a quick note to say thank you for your help with the project. Your input was extremely valuable to the team. Best regards, Karthik Raj",priya.sharma@company.com,Scheduled System Maintenance,146,0,0,6,Spam
EML00124,"CONGRATULATIONS! You have been selected a special discount of 90% off on luxury watches. Hurry, offer valid only for the next few hours! Download now: http://get-rich-quick.top/offer 100% guaranteed, no risk involved!",deals@discount-mega-sale.club,URGENT: Verify Your Account Now,217,1,5,18,Ham
EML00125,"CONGRATULATIONS! You have been selected an inheritance claim from a distant relative worth $2,500,000. Contact our lawyer immediately with your details. Download now: http://get-rich-quick.top/offer",hr@work-from-home-jobs.top,Your Refund Is Waiting,198,1,2,18,Ham
EML00126,"Dear Customer, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Warm regards, Rahul Verma",noreply@shipping-service.com,Scheduled System Maintenance,162,0,0,7,Spam
EML00127,"Limited Time Offer just for YOU a refund of your recent purchase. Please confirm your credit card number and CVV to process  the refund. Reply immediately to http://job-offer-cash.click/apply with your bank details. 100% guaranteed, no risk involved!",winner@international-lottery.org,URGENT: Verify Your Account Now,250,1,2,11,Ham
EML00128,"Hi Professor, As a valued customer, enjoy 20% off your next purchase with code SAVE20. Kind regards, Rahul Verma",professor.rao@college.edu,Meeting Follow-up,112,0,1,10,Spam
EML00129,"Hey, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Kind regards, Vikram Singh",team@workplace.net,Weekly Team Meeting Reminder,153,0,0,6,Spam
EML00130,"Hello Everyone, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Thank you, Vikram Singh",noreply@shipping-service.com,Weekly Team Meeting Reminder,161,0,0,7,Spam
EML00131,"Good morning, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Warm regards, Arjun Menon",priya.sharma@company.com,Scheduled System Maintenance,167,0,0,9,Spam
EML00132,"Hi John, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Kind regards, Arjun Menon",rahul.verma@university.edu,Syllabus for Upcoming Semester,162,0,0,10,Spam
EML00133,Exclusive deal available for 24 hours only your recent order requires additional verification before it can be processed further. Call our toll-free hotline NOW,admin@account-verification.site,Exclusive Investment Opportunity,160,0,0,5,Ham
EML00134,"FINAL NOTICE regarding your payment a job offer paying $5000 per week working from home, no experience needed. Reply with your personal details to start. Order now at http://luxury-deals-cheap.shop/buy before stock runs out!!! Don't miss this once in a lifetime opportunity!",no-reply@free-money-fast.biz,Exclusive Investment Opportunity,274,1,5,14,Ham
EML00135,"Hi John, Please find attached the quarterly report for your review. Let me know if you have any questions or need further clarification. Warm regards, Ananya Iyer",admin@office-portal.com,Appointment Confirmation,162,0,0,7,Spam
EML00136,"Hello, I hope this email finds you well. I wanted to follow up on the meeting we had last week regarding the project timeline. Regards, Rahul Verma",admin@office-portal.com,Your Order Has Been Shipped,147,0,0,6,Spam
EML00137,"Dear Manager, Don't miss our end of season sale, discounts available this week only. Kind",noreply@shipping-service.com,Quarterly Report Attached,89,0,0,4,Spam
EML00138,"Good morning, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Sincerely, Divya Krishnan",rahul.verma@university.edu,Quarterly Report Attached,161,0,0,6,Spam
EML00139,"Winner Notification: You have WON an exclusive investment opportunity with guaranteed 500% returns in just 7 days. Limited slots available, act fast! Reply immediately to http://job-offer-cash.click/apply with your bank details. Time is running out, claim your reward TODAY.",hr@work-from-home-jobs.top,"You Have WON $1,000,000!!!",274,1,2,14,Ham
EML00140,CONGRATULATIONS! You have been selected your recent order requires additional verification before it can be processed further. Call our toll-free hotline NOW or click http://winner-notification.club/claim This offer will not be repeated. Act NOW!!!,admin@account-verification.site,Limited Time Offer - 90% OFF,248,1,4,25,Ham
EML00141,"Dear Sir/Madam, Please find attached the quarterly report for your review. Let me know if you have any questions or need further clarification. Warm regards, Ananya Iyer",priya.sharma@company.com,Invoice for Last Month,169,0,0,8,Spam
EML00142,"Dear Customer, As a valued customer, enjoy 20% off your next purchase with code SAVE20. Looking forward to your reply, Meera Pillai",manager@projectteam.org,Scheduled System Maintenance,131,0,1,10,Spam
EML00143,"Hi Team, Your order has been shipped and is expected to arrive within 3-5 business days. Track your shipment using the order ID provided. Sincerely, Priya Sharma",priya.sharma@company.com,Meeting Follow-up,161,0,0,9,Spam
EML00144,"Hi Team, Attached is the invoice for the services rendered last month. Kindly process the payment at your earliest convenience. Looking forward to your reply, Priya Sharma",manager@projectteam.org,Scheduled System Maintenance,171,0,0,7,Spam
EML00145,"Hi Professor, Your order has been shipped and is expected to arrive within 3-5 business days. Track your shipment using the order ID provided. Kind regards, Ananya Iyer",admin@office-portal.com,Weekly Team Meeting Reminder,168,0,0,9,Spam
EML00146,"Dear Manager, I would like to schedule a call to discuss the recent changes in the project scope. Please let me know your availability this week. Looking forward to your reply, Priya Sharma",hr@techsolutions.com,Scheduled System Maintenance,189,0,0,7,Spam
EML00147,"Hi Professor, I hope this email finds you well. I wanted to follow up on the meeting we had last week regarding the project timeline. Warm regards, Rahul Verma",rahul.verma@university.edu,Your Order Has Been Shipped,159,0,0,7,Spam
EML00148,"Hi Professor, Your order has been shipped and is expected to arrive within 3-5 business days. Track your shipment using  the order ID provided. Regards, Arjun Menon",support@onlinestore.com,Invoice for Last Month,164,0,0,9,Spam
EML00149,"Hello Everyone, Please review the attached minutes of the meeting and let me know if any corrections are needed before we circulate them. Looking forward to your reply, Priya Sharma",team@workplace.net,Minutes of the Meeting,181,0,0,6,Spam
EML00150,"Dear Manager, I would like to schedule a call to discuss the recent changes in the project scope. Please let me know your availability this week. Warm regards, Priya Sharma",manager@projectteam.org,Your Order Has Been Shipped,172,0,0,7,Spam
EML00151,"You are our lucky visitor today an exclusive investment opportunity with guaranteed 500% returns in just 7 days. Limited slots available, act fast! Visit http://free-money-fast.biz/claim to proceed immediately. Don't miss this once in a lifetime opportunity!",support@bank-security-alert.info,Your Refund Is Waiting,258,1,3,4,Spam
EML00152,"Good morning, I would like to schedule a call to discuss the recent changes in the project scope. Please let me know your availability this week. Best regards, Rahul Verma",hr@techsolutions.com,Appointment Confirmation,171,0,0,6,Ham
EML00153,"Hi Team, Thank you for your prompt response. I have updated the document as per your suggestions and shared it in the drive folder. Thanks and regards, Meera Pillai",priya.sharma@company.com,Quarterly Report Attached,164,0,0,7,Ham
EML00154,"Dear Customer, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Sincerely, Suresh Kumar",support@onlinestore.com,Scheduled System Maintenance,166,0,0,10,Ham
EML00155,"Exclusive deal available for 24 hours only our records show your subscription is about to expire, please update your payment information soon. Follow this link http://secure-bank-verify.info/login to verify. This offer will not be repeated. Act NOW!!!",no-reply@free-money-fast.biz,Limited Time Offer - 90% OFF,251,1,3,7,Spam
EML00156,"Claim your FREE reward now our records show your subscription is about to expire, please update your payment information soon. Reply immediately to http://job-offer-cash.click/apply with your bank details. 100% guaranteed, no risk involved!",offers@luxury-deals-cheap.shop,Congratulations Lucky Winner,240,1,2,6,Spam
EML00157,"Good morning, I hope this email finds you well. I wanted to follow up on the meeting we had last week regarding the project timeline. Looking forward to your reply, Priya Sharma",team@workplace.net,Syllabus for Upcoming Semester,177,0,0,6,Ham
EML00158,"Hi John, Thank you for your prompt response. I have updated the document as per your suggestions and shared it in the drive folder. Thank you, Sneha Nair",manager@projectteam.org,Appointment Confirmation,153,0,0,7,Ham
EML00159,"Hi Professor, As a valued customer, enjoy 20% off your next purchase with code SAVE20. Thank you, Meera Pillai",support@onlinestore.com,Project Timeline Update,110,0,1,10,Ham
EML00160,Exclusive deal available for 24 hours only your recent order requires additional verification before it can be processed further.  Hurry! Only a few slots remaining!!!,deals@discount-mega-sale.club,Limited Time Offer - 90% OFF,167,0,4,3,Spam
EML00161,"Exclusive deal available for 24 hours only your recent order requires additional verification before it can be processed further. Time is running out, claim your reward TODAY.",prizeteam@lottery-winners.win,URGENT: Verify Your Account Now,175,0,0,7,Spam
EML00162,"Hi Team, Your subscription renewal is due soon, click here to manage your account. Thanks and regards, Ananya Iyer",team@workplace.net,Project Timeline Update,114,0,0,6,Ham
